# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-04-30
#
# GRDC-No.:              2595700
# River:                 TIGRIS RIVER
# Station:               BAGHDAD
# Country:               IQ
# Latitude (DD):       33.3
# Longitude (DD):      44.38
# Catchment area (km²):      134000.0
# Altitude (m ASL):        34.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1906 - 1972
# No. of years:          67
# Last update:           2018-05-25
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 799
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1958-01-01;--:--;   -999.000;   -999.000;   0
1958-02-01;--:--;   -999.000;   -999.000;   0
1958-03-01;--:--;   -999.000;   -999.000;   0
1958-04-01;--:--;   -999.000;   -999.000;   0
1958-05-01;--:--;   -999.000;   -999.000;   0
1958-06-01;--:--;   -999.000;   -999.000;   0
1958-07-01;--:--;   -999.000;   -999.000;   0
1958-08-01;--:--;   -999.000;   -999.000;   0
1958-09-01;--:--;   -999.000;   -999.000;   0
1958-10-01;--:--;   -999.000;   -999.000;   0
1958-11-01;--:--;   -999.000;   -999.000;   0
1958-12-01;--:--;   -999.000;   -999.000;   0
1959-01-01;--:--;   -999.000;   -999.000;   0
1959-02-01;--:--;   -999.000;   -999.000;   0
1959-03-01;--:--;   -999.000;   -999.000;   0
1959-04-01;--:--;   -999.000;   -999.000;   0
1959-05-01;--:--;   -999.000;   -999.000;   0
1959-06-01;--:--;   -999.000;   -999.000;   0
1959-07-01;--:--;   -999.000;   -999.000;   0
1959-08-01;--:--;   -999.000;   -999.000;   0
1959-09-01;--:--;   -999.000;   -999.000;   0
1959-10-01;--:--;   -999.000;   -999.000;   0
1959-11-01;--:--;   -999.000;   -999.000;   0
1959-12-01;--:--;   -999.000;   -999.000;   0
1960-01-01;--:--;   -999.000;   -999.000;   0
1960-02-01;--:--;   -999.000;   -999.000;   0
1960-03-01;--:--;   -999.000;   -999.000;   0
1960-04-01;--:--;   -999.000;   -999.000;   0
1960-05-01;--:--;   -999.000;   -999.000;   0
1960-06-01;--:--;   -999.000;   -999.000;   0
1960-07-01;--:--;   -999.000;   -999.000;   0
1960-08-01;--:--;   -999.000;   -999.000;   0
1960-09-01;--:--;   -999.000;   -999.000;   0
1960-10-01;--:--;   -999.000;   -999.000;   0
1960-11-01;--:--;   -999.000;   -999.000;   0
1960-12-01;--:--;   -999.000;   -999.000;   0
1961-01-01;--:--;   -999.000;   -999.000;   0
1961-02-01;--:--;   -999.000;   -999.000;   0
1961-03-01;--:--;   -999.000;   -999.000;   0
1961-04-01;--:--;   -999.000;   -999.000;   0
1961-05-01;--:--;   -999.000;   -999.000;   0
1961-06-01;--:--;   -999.000;   -999.000;   0
1961-07-01;--:--;   -999.000;   -999.000;   0
1961-08-01;--:--;   -999.000;   -999.000;   0
1961-09-01;--:--;   -999.000;   -999.000;   0
1961-10-01;--:--;   -999.000;   -999.000;   0
1961-11-01;--:--;   -999.000;   -999.000;   0
1961-12-01;--:--;   -999.000;   -999.000;   0
1962-01-01;--:--;   -999.000;   -999.000;   0
1962-02-01;--:--;   -999.000;   -999.000;   0
1962-03-01;--:--;   -999.000;   -999.000;   0
1962-04-01;--:--;   -999.000;   -999.000;   0
1962-05-01;--:--;   -999.000;   -999.000;   0
1962-06-01;--:--;   -999.000;   -999.000;   0
1962-07-01;--:--;   -999.000;   -999.000;   0
1962-08-01;--:--;   -999.000;   -999.000;   0
1962-09-01;--:--;   -999.000;   -999.000;   0
1962-10-01;--:--;   -999.000;   -999.000;   0
1962-11-01;--:--;   -999.000;   -999.000;   0
1962-12-01;--:--;   -999.000;   -999.000;   0
1963-01-01;--:--;   -999.000;   -999.000;   0
1963-02-01;--:--;   -999.000;   -999.000;   0
1963-03-01;--:--;   -999.000;   -999.000;   0
1963-04-01;--:--;   -999.000;   -999.000;   0
1963-05-01;--:--;   -999.000;   -999.000;   0
1963-06-01;--:--;   -999.000;   -999.000;   0
1963-07-01;--:--;   -999.000;   -999.000;   0
1963-08-01;--:--;   -999.000;   -999.000;   0
1963-09-01;--:--;   -999.000;   -999.000;   0
1963-10-01;--:--;   -999.000;   -999.000;   0
1963-11-01;--:--;   -999.000;   -999.000;   0
1963-12-01;--:--;   -999.000;   -999.000;   0
1964-01-01;--:--;   -999.000;   -999.000;   0
1964-02-01;--:--;   -999.000;   -999.000;   0
1964-03-01;--:--;   -999.000;   -999.000;   0
1964-04-01;--:--;   -999.000;   -999.000;   0
1964-05-01;--:--;   -999.000;   -999.000;   0
1964-06-01;--:--;   -999.000;   -999.000;   0
1964-07-01;--:--;   -999.000;   -999.000;   0
1964-08-01;--:--;   -999.000;   -999.000;   0
1964-09-01;--:--;   -999.000;   -999.000;   0
1964-10-01;--:--;    387.000;   -999.000;   0
1964-11-01;--:--;    347.000;   -999.000;   0
1964-12-01;--:--;    600.000;   -999.000;   0
1965-01-01;--:--;    719.000;   -999.000;   0
1965-02-01;--:--;   1160.000;   -999.000;   0
1965-03-01;--:--;   1599.000;   -999.000;   0
1965-04-01;--:--;   2063.000;   -999.000;   0
1965-05-01;--:--;   2129.000;   -999.000;   0
1965-06-01;--:--;   1473.000;   -999.000;   0
1965-07-01;--:--;    711.000;   -999.000;   0
1965-08-01;--:--;    467.000;   -999.000;   0
1965-09-01;--:--;    385.000;   -999.000;   0
1965-10-01;--:--;    434.000;   -999.000;   0
1965-11-01;--:--;    489.000;   -999.000;   0
1965-12-01;--:--;    752.000;   -999.000;   0
1966-01-01;--:--;   1002.000;   -999.000;   0
1966-02-01;--:--;   1360.000;   -999.000;   0
1966-03-01;--:--;   1426.000;   -999.000;   0
1966-04-01;--:--;   1985.000;   -999.000;   0
1966-05-01;--:--;   1845.000;   -999.000;   0
1966-06-01;--:--;   1079.000;   -999.000;   0
1966-07-01;--:--;    525.000;   -999.000;   0
1966-08-01;--:--;    401.000;   -999.000;   0
1966-09-01;--:--;    359.000;   -999.000;   0
1966-10-01;--:--;    447.000;   -999.000;   0
1966-11-01;--:--;    392.000;   -999.000;   0
1966-12-01;--:--;    552.000;   -999.000;   0
1967-01-01;--:--;    819.000;   -999.000;   0
1967-02-01;--:--;    975.000;   -999.000;   0
1967-03-01;--:--;   1687.000;   -999.000;   0
1967-04-01;--:--;   2247.000;   -999.000;   0
1967-05-01;--:--;   2505.000;   -999.000;   0
1967-06-01;--:--;   1589.000;   -999.000;   0
1967-07-01;--:--;    815.000;   -999.000;   0
1967-08-01;--:--;    551.000;   -999.000;   0
1967-09-01;--:--;    439.000;   -999.000;   0
1967-10-01;--:--;    493.000;   -999.000;   0
1967-11-01;--:--;    635.000;   -999.000;   0
1967-12-01;--:--;    791.000;   -999.000;   0
1968-01-01;--:--;    774.000;   -999.000;   0
1968-02-01;--:--;   1208.000;   -999.000;   0
1968-03-01;--:--;   2087.000;   -999.000;   0
1968-04-01;--:--;   2524.000;   -999.000;   0
1968-05-01;--:--;   2187.000;   -999.000;   0
1968-06-01;--:--;   1650.000;   -999.000;   0
1968-07-01;--:--;    825.000;   -999.000;   0
1968-08-01;--:--;    596.000;   -999.000;   0
1968-09-01;--:--;    330.000;   -999.000;   0
1968-10-01;--:--;   -999.000;   -999.000;   0
1968-11-01;--:--;   -999.000;   -999.000;   0
1968-12-01;--:--;   -999.000;   -999.000;   0
1969-01-01;--:--;   1617.000;   -999.000;   0
1969-02-01;--:--;   1831.000;   -999.000;   0
1969-03-01;--:--;   2023.000;   -999.000;   0
1969-04-01;--:--;   2113.000;   -999.000;   0
1969-05-01;--:--;   2546.000;   -999.000;   0
1969-06-01;--:--;   2543.000;   -999.000;   0
1969-07-01;--:--;   1425.000;   -999.000;   0
1969-08-01;--:--;   1029.000;   -999.000;   0
1969-09-01;--:--;    771.000;   -999.000;   0
1969-10-01;--:--;    447.000;   -999.000;   0
1969-11-01;--:--;    580.000;   -999.000;   0
1969-12-01;--:--;   1626.000;   -999.000;   0
1970-01-01;--:--;   1150.000;   -999.000;   0
1970-02-01;--:--;   1390.000;   -999.000;   0
1970-03-01;--:--;   1527.000;   -999.000;   0
1970-04-01;--:--;   1809.000;   -999.000;   0
1970-05-01;--:--;   1287.000;   -999.000;   0
1970-06-01;--:--;    765.000;   -999.000;   0
1970-07-01;--:--;    508.000;   -999.000;   0
1970-08-01;--:--;    407.000;   -999.000;   0
1970-09-01;--:--;    363.000;   -999.000;   0
1970-10-01;--:--;    734.000;   -999.000;   0
1970-11-01;--:--;    821.000;   -999.000;   0
1970-12-01;--:--;    863.000;   -999.000;   0
1971-01-01;--:--;    332.000;   -999.000;   0
1971-02-01;--:--;    371.000;   -999.000;   0
1971-03-01;--:--;    748.000;   -999.000;   0
1971-04-01;--:--;   2417.000;   -999.000;   0
1971-05-01;--:--;   1923.000;   -999.000;   0
1971-06-01;--:--;    984.000;   -999.000;   0
1971-07-01;--:--;    552.000;   -999.000;   0
1971-08-01;--:--;    439.000;   -999.000;   0
1971-09-01;--:--;    385.000;   -999.000;   0
1971-10-01;--:--;    337.000;   -999.000;   0
1971-11-01;--:--;    332.000;   -999.000;   0
1971-12-01;--:--;    486.000;   -999.000;   0
1972-01-01;--:--;    554.000;   -999.000;   0
1972-02-01;--:--;    848.000;   -999.000;   0
1972-03-01;--:--;   1562.000;   -999.000;   0
1972-04-01;--:--;   2779.000;   -999.000;   0
1972-05-01;--:--;   3180.000;   -999.000;   0
1972-06-01;--:--;   2046.000;   -999.000;   0
1972-07-01;--:--;    875.000;   -999.000;   0
1972-08-01;--:--;    564.000;   -999.000;   0
1972-09-01;--:--;    497.000;   -999.000;   0
1972-10-01;--:--;    381.000;   -999.000;   0
1972-11-01;--:--;    405.000;   -999.000;   0
1972-12-01;--:--;    680.000;   -999.000;   0
